category,hotel,value,name
overall,84664,2.2,Studio 6 Jacksonville - Baymeadows
overall,88449,1.2,Budget Inn
overall,88447,1.3,Econo Lodge - Jacksonville
overall,120109,2.0,Microtel Inn & Suites by Wyndham Jacksonville/Near Butler Blvd
overall,239840,1.9,Suburban Extended Stay Hotel of Jacksonville / Baymeadows
overall,226993,2.9,Homestead Studio Suites - Jacksonville - Baymeadows
overall,2296144,1.0,Best USA Inn
overall,88436,3.9,Homestead Studio Suites - Jacksonville - Salisbury Rd. - Southpoint
overall,84660,1.0,Red Carpet Inn
overall,1164991,2.2,Homestead Studio Suites - Jacksonville - Southside - St. Johns Towne Center
overall,656584,3.4,Comfort Suites Jacksonville
overall,120167,2.9,Motel 6 Jacksonville Southeast
overall,88403,3.0,Jacksonville Airport Hotel
overall,555377,1.0,Executive Inn
overall,88419,2.0,Extended Stay America - Jacksonville - Riverwalk
overall,88463,2.1,Extended Stay America - Jacksonville - Butler Blvd.
overall,84617,2.4,America's Best Inn Jacksonville
overall,224590,3.9,Hilton Garden Inn Jacksonville Airport
overall,88440,2.8,La Quinta Inn Jacksonville Orange Park
overall,256866,2.5,Sun Suites Of Jacksonville
overall,268199,2.8,Travelodge Inn & Suites Jacksonville Airport
overall,120131,2.4,Kings Inn
overall,88456,2.6,Holiday Inn Jacksonville - I-95 & Baymeadows
overall,120171,3.0,Super 8 Jacksonville Central
overall,294735,3.0,Knights Inn Jacksonville
overall,84637,2.2,Jaxport Inn
overall,84626,2.7,River City Inn
overall,120141,5.0,The Beach Landing Motel
overall,88444,1.0,Diamond Inn Motel Jacksonville West
overall,120124,3.4,The Inn at Mayo Clinic
overall,88400,3.6,BEST WESTERN Jacksonville Airport
overall,120160,2.7,Red Roof Inn - Jacksonville Airport
overall,88423,3.5,Extended Stay Deluxe - Jacksonville - Deerwood Park
overall,120153,3.6,SpringHill Suites Jacksonville / Deerwood
overall,84649,3.6,Quality Inn Of Orange Park
overall,1946045,3.4,Aloft Jacksonville Tapestry Park
overall,1235779,4.0,Candlewood Suites East Merril Road
overall,1235363,3.8,BEST WESTERN PLUS Cecil Field Inn & Suites
overall,88465,3.7,Courtyard by Marriott Jacksonville Butler Boulevard
overall,1819974,3.7,Holiday Inn Express Jacksonville East
overall,120111,3.7,Jacksonville Plaza Hotel & Suites
overall,252242,4.1,Hospitality Inn
overall,88408,3.2,Ramada Conference Center Mandarin
overall,84642,4.0,Radisson Jacksonville Butler Boulevard
overall,84636,3.4,Courtyard Jacksonville Mayo Clinic/Beaches
overall,88398,4.1,Crowne Plaza Jacksonville Airport Hotel
overall,120117,3.9,Residence Inn Jacksonville Airport
overall,88406,3.5,Residence Inn Jacksonville Butler Boulevard
overall,88395,2.6,La Quinta Inn Jacksonville Airport North
overall,1164378,3.7,TownePlace Suites by Marriott Jacksonville Butler Boulevard
overall,226846,3.7,Comfort Suites Baymeadows
overall,88402,3.4,Courtyard by Marriott Jacksonville Airport/Northeast
overall,120147,2.3,Quality Inn Airport
overall,88410,3.6,Homewood Suites by Hilton Jacksonville
overall,84661,3.6,Residence Inn Jacksonville Baymeadows
overall,88417,4.3,Hampton Inn Jacksonville-Downtown-I-95
overall,1450901,4.1,Homewood Suites by Hilton Jacksonville Downtown/Southbank
overall,88460,3.6,Crowne Plaza Jacksonville Riverfront Hotel
overall,120123,3.6,Hyatt Regency Jacksonville Riverfront
overall,610906,4.5,Hampton Inn & Suites Jacksonville-Airport
overall,120138,3.7,Comfort Suites Airport
overall,88442,3.8,La Quinta Inn & Suites Jacksonville Butler Blvd
overall,514468,4.1,Hampton Inn I-10 West Jacksonville
overall,1450903,4.1,Hilton Garden Inn Jacksonville Downtown/Southbank
overall,1127473,3.9,Sheraton Jacksonville
overall,1176973,4.2,Four Points by Sheraton Jacksonville Baymeadows
overall,120186,3.6,La Quinta Inn & Suites Jacksonville Mandarin
overall,84654,3.7,Jacksonville Marriott
overall,120177,4.1,Country Inn & Suites By Carlson - Jacksonville
overall,223246,3.4,Holiday Inn Express Jacksonville
overall,88458,3.4,Holiday Inn Express Hotel & Suites Jacksonville South
overall,472259,4.4,Hampton Inn & Suites Jacksonville-Southside Blvd-Deerwood Pk
overall,1549318,4.7,Sleep Inn & Suites - Jacksonville
overall,816772,4.4,Staybridge Suites Jacksonville
overall,1391989,4.7,Courtyard by Marriott I-295/East Beltway
overall,1223992,4.0,Wingate by Wyndam Jacksonville South
overall,653217,4.3,Fairfield Inn & Suites Jacksonville Butler Boulevard
overall,1214730,4.7,Hotel Indigo Jacksonville Deerwood Park
overall,1566763,4.8,Fairfield Inn & Suites Jacksonville West/Chaffee Point
overall,781648,4.5,Courtyard by Marriott Jacksonville Flagler Center
overall,1201207,4.5,Hampton Inn & Suites Jacksonville - Bartram Park
overall,1231084,4.6,Hyatt Place Jacksonville Airport
overall,81708,3.0,Vagabond Inn San Jose (SJC Airport)
overall,276205,3.2,The Comfort Inn San Jose International Airport
overall,81703,3.9,Staybridge Suites San Jose
overall,81710,3.8,Motel 6 San Jose Convention Center
overall,81691,2.4,Motel 6 San Jose South
overall,81653,1.9,Fontaine Inn Downtown / Fairgrounds
overall,81688,2.3,Motel 6 San Jose Airport
overall,557214,2.0,Travelers Rest Motel
overall,582475,1.7,Horizon Inn
overall,253314,1.0,White House Inn
overall,81662,1.7,Executive Inn San Jose
overall,225252,2.2,Extended Stay America - San Jose - Edenvale - North
overall,81659,2.7,Hotel Elan
overall,82283,3.0,Holiday Inn San Jose-Silicon Valley
overall,1022963,2.3,Americas Best Value Inn
overall,1017214,1.0,Townhouse Motel
overall,631720,2.6,San Jose Airport Garden Hotel
overall,239815,3.5,BEST WESTERN PLUS Lanai Garden Inn and Suites
overall,81625,3.1,Ramada San Jose
overall,267662,4.5,Studios Inn
overall,1528601,3.0,E Z 8 Motel -San Jose II
overall,1086739,2.5,Homestead Studio Suites
overall,225266,2.5,Extended Stay America - San Jose - Edenvale - South
overall,81700,2.5,Santa Clara Inn
overall,81658,2.0,Caravelle Inn & Suites
overall,81647,1.7,Days Inn San Jose Convention Center / Fairgrounds
overall,81292,2.9,Motel 6 San Jose Airport Central
overall,654166,5.0,Adlon Hotel
overall,82323,2.7,Days Inn Airport
overall,119610,3.3,Extended Stay America - San Jose - Airport
overall,225261,2.9,Super 8 Motel - San Jose Airport/Santa Clara Area
overall,82357,3.2,Silicon Valley Hotel San Jose Airport
overall,119608,3.0,Valley Park Hotel
overall,81677,3.1,Extended Stay America - San Jose - Downtown
overall,119606,3.4,Valley Inn
overall,82208,3.8,Clarion Inn Silicon Valley
overall,82321,3.4,Holiday Inn Express San Jose International Arpt
overall,82299,3.8,Holiday Inn Express San Jose Central City
overall,240060,4.1,Comfort Suites Airport
overall,81644,3.6,Courtyard by Marriott San Jose Airport
overall,81699,3.7,DoubleTree by Hilton San Jose
overall,223968,3.6,TownePlace Suites San Jose Cupertino
overall,82156,2.9,Holiday Inn San Jose-Airport
overall,287394,4.1,Quality Inn Silicon Valley
overall,81695,3.3,Radisson San Jose Airport
overall,81667,3.6,Fairfield Inn & Suites San Jose Airport
overall,81642,3.5,BEST WESTERN - San Jose Airport Plaza
overall,119667,3.7,Arena Hotel
overall,81679,3.5,The Sainte Claire
overall,324321,4.0,Four Points by Sheraton San Jose Downtown
overall,81656,3.9,Hotel De Anza
overall,81302,3.9,La Quinta Inn San Jose Airport
overall,82169,4.1,Residence Inn San Jose South
overall,223967,4.0,San Jose Marriott
overall,225253,3.7,Hampton Inn And Suites San Jose
overall,119644,4.4,Homewood Suites by Hilton San Jose-Silicon Valley
overall,225256,4.3,Moorpark Hotel
overall,256800,3.9,Hotel Valencia - Santana Row
overall,82190,3.9,Hilton San Jose
overall,226141,4.5,Extended Stay America - San Jose - Santa Clara
overall,81705,3.7,The Fairmont San Jose
overall,81672,3.5,Hyatt Place San Jose/Downtown
overall,1887026,4.4,HYATT House San Jose/Silicon Valley
overall,3263489,4.5,Sleep Inn & Suites
overall,98474,3.9,The Driskill
overall,109004,3.8,Courtyard by Marriott Austin Northwest/Arboretum
overall,223680,4.4,Hampton Inn Austin - Airport
overall,604457,4.0,Residence Inn Austin Downtown / Convention Center
overall,1382102,4.5,Courtyard Austin North/Parmer Lane
overall,108977,4.0,Homewood Suites by Hilton Austin-Arboretum / NW
overall,1866954,4.4,BEST WESTERN PLUS Austin Airport Inn & Suites
overall,217844,4.5,The Orchard Hotel
overall,119601,4.3,Coventry Motor Inn
overall,506418,4.4,Hotel Vitale - a Joie de Vivre hotel
overall,81985,4.3,Hotel Monaco San Francisco - a Kimpton Hotel
overall,224956,4.1,Inn at the Opera
overall,618542,4.3,Orchard Garden Hotel
overall,112307,4.3,Hotel Rex - a Joie de Vivre hotel
overall,81450,4.4,The Ritz-Carlton
overall,81022,4.2,Harbor Court Hotel - a Kimpton Hotel
overall,81165,4.1,Hotel Abri
overall,81514,4.0,Hotel Triton - a Kimpton Hotel
overall,81456,4.0,Steinhart
overall,80780,4.1,BEST WESTERN PLUS Tuscan Inn at Fisherman's Wharf
overall,80747,4.2,Renaissance San Francisco Stanford Court Hotel
overall,119657,4.3,Columbus Motor Inn
overall,654030,3.7,Westin San Francisco Market Street
overall,112360,3.9,The Queen Anne Hotel
overall,119658,4.2,Castle Inn
overall,112328,3.5,CLIFT San Francisco
overall,80774,3.6,The Stratford
overall,81520,3.7,Hotel Union Square
overall,81038,3.9,Hilton San Francisco Financial District
overall,80808,4.1,Beresford Arms
overall,82116,4.1,Marina Motel
overall,81114,4.2,Laurel Inn - a Joie de Vivre hotel
overall,1119270,3.7,Cova Hotel
overall,81461,3.6,The Westin St. Francis
overall,81459,3.8,Warwick San Francisco Hotel
overall,478253,3.2,Hotel des Arts
overall,627267,3.7,Royal Pacific Motor Inn
overall,80930,3.7,Comfort Inn by the Bay
overall,81049,3.3,Holiday Inn San Francisco Golden Gateway
overall,81363,3.5,BEST WESTERN The Hotel California
overall,81251,3.5,The Opal San Francisco
overall,291220,3.3,Carl Hotel
overall,81212,3.5,Powell Hotel
overall,81416,3.8,Hotel Majestic
overall,112335,3.4,Halcyon Hotel
overall,81503,3.3,Travelodge Golden Gate San Francisco
overall,81241,3.4,Hotel Whitcomb
overall,80757,3.1,Super 8 San Francisco / Fisherman's Wharf
overall,112321,4.0,The Archbishop's Mansion
overall,80817,3.4,Vantaggio Suites Cosmo
overall,119636,1.0,Pensione International
overall,81480,3.2,Greenwich Inn
overall,81379,2.2,Sonoma Inn
overall,658566,1.0,Ram's Hotel
overall,291689,2.4,Aida Hotel
overall,81524,2.5,Oasis Inn
overall,240893,2.3,Mithila
overall,626656,1.9,Pontiac Hotel
overall,80978,2.5,Alpha Inn and Suites San Francisco
overall,603022,2.8,Twin Peaks Hotel
overall,119663,2.5,Biltmore Hotel
overall,320147,2.4,Americas Best Value Inn & Suites Union Square
overall,1015196,1.7,Aldrich Hotel
overall,674036,2.5,Vantaggio Suites Jefferson Square
overall,1840699,1.4,Lombard Plaza Motel
overall,112304,3.6,Hotel Milano
overall,81526,1.9,Verona
overall,282764,2.4,Hotel Tropica
overall,81487,1.7,Civic Center Inn
overall,81246,2.0,Knights Inn - Downtown San Francisco
overall,944406,2.0,Travelodge San Francisco - Fishermans Wharf
overall,82105,2.1,Ramada Limited - San Francisco
overall,80766,2.1,The Embassy Hotel
overall,278862,2.7,Taylor Hotel
overall,119632,2.3,Roberts At The Beach Motel
overall,252811,2.7,America's Best Inn San Francisco
overall,549444,1.9,Beach Motel
overall,113924,1.9,Americas Best Value Inn - San Francisco
overall,565629,1.8,Harcourt Hotel
overall,81150,2.0,Mission Inn
overall,654032,4.0,Essex Hotel
overall,224957,3.1,Layne Hotel
overall,81256,2.2,Rodeway Inn Civic Center
overall,1160921,3.5,Commodore Hotel
overall,1223830,2.5,Travelodge Central
overall,1160908,3.0,Sheehan Hotel
overall,80760,3.0,Foleys Inn
overall,3165345,2.0,Best Hotel
overall,1546311,4.0,Marriott ExecuStay Gateway
overall,291071,2.4,Surf Motel
overall,80806,2.9,Union Square Plaza Hotel
overall,81383,3.4,Star Motel
overall,80799,2.4,Renoir Hotel
overall,80987,2.4,Presidio Inn & Suites
overall,226814,2.7,Ansonia Abby Hotel
overall,1214408,3.6,Alexis Park San Francisco
overall,80768,3.1,Fitzgerald Hotel Union Square
overall,119650,3.2,Francisco Bay Inn
overall,80788,2.9,Monarch Hotel
overall,571427,5.0,Synergy Avalon Mission Bay
overall,119637,2.9,Nob Hill Hotel
overall,226829,2.6,Oceanview Motel
overall,80950,2.3,Days Inn Lombard Street
overall,256730,3.2,Country Hearth Inn San Francisco
overall,142261,3.3,Rodeway Inn Downtown
overall,80756,3.2,Adante Hotel
overall,81007,2.6,Great Highway Motor Inn
overall,81976,3.2,Astoria Hotel
overall,1800858,2.4,Post Hotel
overall,217294,2.5,Hotel North Beach
overall,1973577,4.0,Paramount Rental Apartment
overall,267364,2.7,Americas Best Value Inn Golden Gate
overall,113927,3.4,Marina Inn
overall,288687,3.1,Americas Best Value Inn & Suites-SOMA
overall,119661,3.3,Inn on Broadway
overall,81959,3.7,The Good Hotel
overall,119590,3.2,Capri Motel
overall,81782,3.0,Edwardian San Francisco Hotel
overall,80977,2.5,Motel 6 San Francisco Downtown
overall,510378,3.3,The Gaylord
overall,124967,3.0,The Dakota Hotel
overall,80821,2.7,Super 8 San Francisco/Union Square Area
overall,570865,2.2,Economy Inn Presidio
overall,2236788,3.0,da Vinci Villa
overall,224955,3.1,Hotel Metropolis
overall,119625,3.5,BEST WESTERN PLUS Americania
overall,291695,4.0,All Star Hotel
overall,81075,3.8,Vagabond Inn San Francisco (Civic Center)
overall,82114,3.5,La Luna Inn
overall,1833071,3.3,Red Coach Motor Lodge
overall,80836,3.2,Hotel Beresford
overall,81004,2.8,Grant Plaza Hotel
overall,112325,3.8,Hotel Cartwright Union Square
overall,81476,3.6,Town House
overall,80879,3.2,Civic Center Motor Inn
overall,81035,3.1,Holiday Inn Civic Center (San Francisco)
overall,74059,3.6,Stanyan Park Hotel
overall,81418,3.7,Hotel Frank
overall,80920,3.8,Hotel Bijou
overall,489082,3.8,University Club
overall,218776,3.3,The Pickwick Hotel San Francisco
overall,1134288,2.6,Encore Express Hotel
overall,141997,3.0,Hotel Mark Twain
overall,112289,3.3,Beck's Motor Lodge
overall,80771,3.2,The Herbert Hotel
overall,119626,3.1,Bay Bridge Inn
overall,80963,2.8,Days Inn San Francisco at the Beach
overall,81466,3.7,The Wharf Inn
overall,80786,3.5,King George Hotel
overall,119640,3.6,Lombard Motor Inn
overall,81177,4.1,Nob Hill Motor Inn
overall,81237,3.5,Hilton San Francisco Fisherman's Wharf
overall,226834,3.6,The Grant Hotel
overall,81367,3.2,Seal Rock Inn
overall,80823,3.8,Mystic Hotel by Charlie Palmer
overall,80753,3.3,Days Inn San Francisco Downtown/Civic Center Area
overall,243535,3.8,Hotel Fusion
overall,80864,3.8,The Carriage Inn
overall,119593,3.8,Buena Vista Motor Inn
overall,81042,3.3,Holiday Inn San Francisco Fishermans Wharf
overall,113942,3.8,Touchstone Hotel - City Center
overall,112311,4.3,Jackson Court San Francisco
overall,81222,3.6,Radisson Hotel Fisherman's Wharf
overall,81295,3.7,Hilton San Francisco Union Square
overall,112320,3.9,Andrews Hotel
overall,81141,4.0,Marriott San Francisco Fisherman's Wharf
overall,223955,4.2,Courtyard San Francisco Downtown
overall,81529,3.7,Villa Florence - A JRK Hotel
overall,279426,3.9,Hotel Adagio
overall,268240,3.7,Club Quarters San Francisco
overall,81377,3.4,Sir Francis Drake Hotel - a Kimpton Hotel
overall,563989,3.4,Park Hotel
overall,224951,3.8,SW Hotel
overall,281778,4.1,Archstone South Market
overall,81531,3.7,Executive Hotel Vintage Court
overall,81375,3.3,Sheraton Fisherman's Wharf Hotel
overall,81103,3.7,Hyatt Regency San Francisco
overall,119643,4.2,Hotel Del Sol - a Joie de Vivre hotel
overall,119623,4.1,Chelsea Motor Inn
overall,81315,4.0,San Francisco Marriott Marquis
overall,81215,4.1,Prescott Hotel - a Kimpton Hotel
overall,112338,4.3,Hotel Boheme
overall,81087,3.8,Hyatt at Fisherman's Wharf
overall,81169,3.9,The Mosser
overall,80925,4.0,Hotel Carlton - a Joie de Vivre hotel
overall,112303,3.5,Hotel Diva
overall,81803,3.8,Hotel Vertigo
overall,311255,3.3,Geary Parkway Motel
overall,113923,3.9,Hotel Kabuki - a Joie de Vivre hotel
overall,119665,3.9,Baldwin Hotel
overall,217813,4.0,Holiday Inn Express Hotel & Suites San Francisco Fisherman's Wharf
overall,81249,4.1,Redwood Inn
overall,81082,3.9,Courtyard by Marriott Fisherman's Wharf
overall,115617,3.9,Palace Hotel
overall,115623,4.0,InterContinental Mark Hopkins San Francisco
overall,80793,3.9,Hotel Nikko San Francisco
overall,81209,3.9,Phoenix Hotel - a Joie de Vivre hotel
overall,81110,4.2,Taj Campton Place
overall,80917,4.1,Hotel Tomo - a Joie de Vivre hotel
overall,112293,4.4,Cow Hollow Motor Inn and Suites
overall,291227,4.3,Ocean Park Motel
overall,80802,4.0,Serrano Hotel - a Kimpton Hotel
overall,81669,3.8,W San Francisco
overall,113940,4.3,Petite Auberge a Joie de Vivre Hotel
overall,124765,4.0,San Francisco Marriott Union Square
overall,81444,4.3,JW Marriott San Francisco Union Square
overall,81204,4.3,Le Meridien San Francisco
overall,81019,4.0,Handlery Union Square Hotel
overall,113928,3.8,Hotel Griffon
overall,81397,4.0,The Fairmont San Francisco
overall,81192,4.1,Parc 55 Wyndham
overall,80999,3.9,Grand Hyatt San Francisco
overall,142074,3.9,Hotel San Jose
overall,501344,4.2,Hotel Mayflower
overall,81511,3.6,San Francisco at The Presidio Travelodge
overall,310867,3.4,Metro Hotel
overall,115625,3.7,The Huntington Hotel & Nob Hill Spa
overall,676408,4.2,InterContinental San Francisco
overall,80937,3.8,Cornell Hotel de France
overall,112347,4.2,The Kensington Park Hotel
overall,108966,3.7,La Quinta Inn & Suites Austin Mopac North
overall,109000,3.9,Drury Inn & Suites Austin North
overall,223620,4.5,Staybridge Suites Austin Arboretum
overall,1201024,4.2,Staybridge Suites Austin NW
overall,604455,4.0,Courtyard Austin Downtown/Convention Center
overall,181851,3.9,Barton Creek Resort & Spa
overall,98420,3.5,Embassy Suites Austin - Downtown/Town Lake Austin Texas
overall,98457,3.6,Radisson Hotel & Suites Austin Downtown
overall,1174687,3.8,aloft Austin at the Domain
overall,108965,2.9,La Quinta Inn & Suites Austin Southwest at Mopac
overall,223707,3.5,SpringHill Suites Austin South
overall,240526,3.1,Country Inn & Suites By Carlson Austin-North
overall,98433,3.5,Holiday Inn Austin NW Plaza/Arboretum
overall,247103,4.3,Extended Stay America - Austin - Southwest
overall,108961,4.0,Residence Inn Austin South
overall,108964,3.0,La Quinta Inn Austin Capitol
overall,73759,3.4,Baymont Inn & Suites Austin South
overall,108974,3.0,Country Garden Inn and Suites
overall,108994,3.0,Hawthorn Suites - Austin South
overall,111390,1.8,Wellesley Inn & Suites Austin Town Lake
overall,98462,2.4,The Oak Inn
overall,142349,3.0,Comfort Suites Downtown South
overall,108990,2.5,Quality Inn & Suites Airport
overall,1221539,1.0,Budget Lodge of Austin
overall,223684,1.9,Crestwood Suites Austin
overall,98441,3.1,Baymont Inn Austin North / Austin Highland Mall
overall,226433,3.0,Motel 6 Austin North
overall,226434,2.8,Motel 6 Austin Central - North
overall,98443,2.5,La Quinta Inn Austin Oltorf
overall,109008,2.7,BEST WESTERN PLUS Austin City Hotel
overall,98472,3.3,Best Value Inn Austin South
overall,243922,2.5,Motel 6 Austin South - Airport
overall,108986,3.3,Capital Inn
overall,217730,2.7,Extended Stay America - Austin - Northwest - Research Park
overall,223683,3.9,Hawthorn Suites by Wyndham Austin - Riverside Dr
overall,288725,3.2,Mountain Star Lodge and Hotel
overall,656307,4.0,Economy Inn Austin
overall,108975,2.5,Ramada Limited Austin North
overall,108991,3.2,La Quinta Inn Austin North
overall,220077,3.0,Walnut Forest Motel
overall,223685,5.0,Hearthside Extended Stay Studios and Suites
overall,608007,2.2,Super 8 Motel Austin Downtown
overall,285294,2.7,Extended Stay America - Austin - Round Rock - South
overall,109001,2.2,Crossland Economy Studios - Austin - West
overall,291290,1.0,Sands Motel of Austin
overall,108998,1.1,Econo Lodge
overall,239891,1.7,Studio 6 Austin Northwest
overall,239890,1.5,Studio 6 Austin Midtown
overall,291287,2.0,Heart of Texas Motel
overall,109013,1.6,Days Inn Austin South
overall,1635868,1.8,Howard Johnson Austin North
overall,217731,2.8,Extended Stay America - Austin - North Central
overall,284421,1.2,InTown Suites Austin
overall,291283,1.0,Budget Inn Capitol
overall,217735,2.7,Extended Stay America - Austin - Downtown - Town Lake
overall,142018,2.9,Econo Lodge Austin
overall,291291,1.0,Western Hills Motel
overall,98467,1.6,Rodeway Inn University / Downtown
overall,98415,2.5,Red Roof Inn Austin North
overall,675150,2.3,Travelodge Austin
overall,98405,1.0,American Inn
overall,243756,2.7,Motel 6 Austin Central - South/Univ of Texas
overall,288743,1.0,Bel-Air Motel
overall,247102,2.0,Extended Stay America - Austin - Northwest - Lakeline Mall
overall,109010,3.1,Candlewood Suites - Austin Arboretum-Northwest
overall,220106,2.9,Quality Inn North Austin
overall,223678,3.8,Comfort Suites Austin Airport
overall,98439,2.7,La Quinta Inn Austin Highland Mall
overall,217732,2.5,Red Roof Inn Austin - South
overall,98416,2.8,Days Inn Austin University / Downtown
overall,98447,3.8,Austin Suites Hotel
overall,288742,5.0,Austin Motor Inn
overall,225440,3.7,Holiday Inn Express Austin Airport
overall,98424,3.1,Howard Johnson Austin - TX
overall,108984,4.2,Holiday Inn Express Austin North Central
overall,108988,2.8,Americas Best Value Inn
overall,273366,4.5,The Quarters at Hardin House
overall,109007,3.2,Comfort Inn
overall,108987,3.9,Holiday Inn Express Hotel & Suites Austin North
overall,98438,3.2,La Quinta Inn Austin South / IH35
overall,288732,3.3,Austin Village Motor Inn
overall,108995,3.6,Fairfield Inn and Suites Austin - University Area
overall,108963,3.2,Hotel Allandale
overall,98413,2.6,Days Inn Austin Crossroads
overall,217736,3.8,Extended Stay America - Austin - Arboretum - South
overall,109002,3.2,Courtyard Austin South
overall,223714,3.0,Extended Stay America - Austin - Arboretum - North
overall,223713,3.8,TownePlace Suites Austin Northwest
overall,109009,3.7,Candlewood Suites - Austin South
overall,223675,4.0,Hyatt Place Austin North Central
overall,111377,3.4,Austin Motel
overall,109006,4.0,Comfort Suites NW Lakeline
overall,98428,3.8,Orangewood Suites
overall,108983,3.2,DoubleTree by Hilton Austin - University Area
overall,142017,3.0,Super 8 Austin/University/Downtown
overall,223679,3.7,Extended Stay America - Austin - Downtown - 6th St.
overall,108999,3.4,Ramada Austin Central
overall,98435,3.0,Holiday Inn Express & Suites Austin - Sunset Valley
overall,109015,3.4,Super 8 Austin North
overall,1571800,4.2,Casulo Hotel
overall,1025910,4.2,Staybridge Suites Austin Airport
overall,108976,3.9,Homewood Suites by Hilton Austin South / Airport
overall,1176838,4.2,Hilton Garden Inn Austin North
overall,108997,2.6,Extended Stay America - Austin - Arboretum
overall,252821,3.8,Fairfield Inn & Suites Austin Northwest
overall,108979,4.2,Hampton Inn Austin/Airport Area South
overall,73763,3.3,BEST WESTERN Atrium North
overall,526841,3.8,Holiday Inn Austin Midtown
overall,217734,3.5,InterContinental Stephen F. Austin
overall,98452,3.4,Sheraton Austin at the Capitol
overall,566802,2.8,Holiday Inn Austin Town Lake
overall,98426,4.0,Hampton Inn Austin - North (I-35 & Highway 183)
overall,108972,3.5,SpringHill Suites Austin Northwest / Arboretum
overall,111397,3.5,Hilton Garden Inn Austin Downtown/Convention Center
overall,108969,3.9,Habitat Suites Hotel
overall,111381,3.5,Courtyard Austin - University Area
overall,98464,4.0,Renaissance Austin Hotel
overall,98436,3.7,Hyatt Regency Austin
overall,98445,3.5,Lakeway Resort and Spa
overall,1573301,3.9,Fairfield Inn and Suites Austin North / Parmer Lane
overall,108971,3.9,Hyatt Place Austin/Arboretum
overall,223686,3.6,Hilton Austin Airport
overall,108962,3.8,Residence Inn Austin Northwest / Arboretum
overall,282698,3.9,Hilton Austin
overall,108996,4.2,Fairfield Inn and Suites Austin South
overall,223691,3.9,Austin Marriott South
overall,566803,3.7,Holiday Inn Express & Suites Austin NW
overall,252313,3.7,SpringHill Suites Austin North / Parmer Lane
overall,570293,4.0,Wyndham Garden Austin
overall,111395,3.7,Omni Austin at South Park
overall,98418,3.5,Doubletree by Hilton Austin
overall,252820,4.0,Hilton Garden Inn Austin Northwest / Arboretum
overall,98419,3.6,Embassy Suites Hotel Austin Central
overall,259008,4.0,Hampton Inn & Suites Austin Downtown
overall,1173092,4.4,HYATT house Austin/Arboretum
overall,81126,4.6,Mandarin Oriental - San Francisco
overall,112373,4.5,White Swan Inn - a Joie de Vivre Hotel
overall,115644,4.2,Chancellor Hotel on Union Square
overall,224958,4.3,Marines Memorial Club Hotel
overall,80990,3.8,Galleria Park - a Joie de Vivre hotel
overall,574449,4.5,St. Regis Hotel - San Francisco
overall,80797,4.3,Hotel Palomar San Francisco - a Kimpton Hotel
overall,108982,4.2,DoubleTree Suites by Hilton - Austin
overall,1224950,4.5,Hotel Saint Cecilia
overall,98453,3.8,Omni Austin Hotel Downtown
overall,82013,3.8,Mansion at Judges' Hill
overall,223695,3.4,Residence Inn Austin North/Parmer Lane
overall,108967,3.6,La Quinta Inn & Suites Austin Airport
overall,98463,3.0,Crowne Plaza Austin
overall,109012,3.6,La Quinta Inn & Suites Round Rock South
overall,224948,4.6,Omni San Francisco Hotel
overall,81409,4.6,The Inn at Union Square
overall,247005,4.1,Suites at Fisherman's Wharf
overall,224953,4.6,Four Seasons Hotel San Francisco
overall,81394,4.5,The Donatello Hotel
overall,268533,4.5,Argonaut Hotel - a Kimpton Hotel
overall,80983,4.7,Hotel Drisco
overall,576787,4.5,Conrad Indianapolis
overall,1175274,4.7,Fairmont Heritage Place - Ghirardelli Square
overall,615166,4.3,Hampton Inn & Suites Austin Cedar Park - Lakeline
overall,622833,4.4,Courtyard by Marriott Austin Airport
overall,108981,4.2,Embassy Suites Hotel Austin - Arboretum
overall,3523356,4.6,Hampton Inn & Suites Austin @ The University/Capitol
overall,1189576,4.5,AT&T Executive Education and Conference Center
overall,1023853,4.7,Super 8 - 183 Airport
overall,557377,4.6,Super 8 Austin Airport - South
overall,1751886,4.7,Microtel Inn & Suites by Wyndham Austin Airport
overall,1762662,4.7,La Quinta Inn & Suites Austin/Cedar Park/Lakeline
overall,2008152,4.7,Travaasa Austin
overall,111393,4.2,Lake Austin Spa Resort
overall,108980,4.3,Hampton Inn Austin - Arboretum Northwest
overall,1675976,4.4,The Westin Austin at The Domain
overall,1889883,3.7,W Austin
overall,114938,4.2,Four Seasons Hotel Austin
overall,1502098,4.4,Comfort Suites Indianapolis Airport
overall,88177,4.0,Sheraton Indianapolis Hotel at Keystone Crossing
overall,1008650,4.4,Comfort Suites City Centre
overall,278567,4.1,Residence Inn Indianapolis Northwest
overall,287572,4.2,Hilton Garden Inn Indianapolis Downtown
overall,223830,3.8,Marriott Indianapolis Downtown
overall,91513,4.0,Homewood Suites by Hilton Indianapolis At The Crossing
overall,91429,3.9,Baymont Inn & Suites Indianapolis West
overall,564589,4.3,Country Inn & Suites Indianapolis Airport South
overall,730126,4.2,Holiday Inn Express Beech Grove-Indianapolis Southeast
overall,1520042,3.8,Wyndham Indianapolis West
overall,88159,3.8,Hampton Inn Indianapolis - NE / Castleton
overall,91502,4.4,Jameson Inn Indianapolis-Carmel
overall,91607,3.3,Fairfield Inn & Suites Indianapolis Airport
overall,91544,3.3,Extended Stay America - Indianapolis - Castleton
overall,88164,3.6,Crowne Plaza Indianapolis Downtown (Union Station)
