category,hotel,value,name
service,75688,3.4,Dream New York
service,99365,3.3,Da Vinci Hotel
service,2151571,4.0,Hotel Americano
service,93612,3.0,The Shoreham
service,93586,3.5,The Mansfield
service,93359,3.8,Econo Lodge Times Square
service,93622,3.0,Travel Inn Hotel New York
service,93452,3.3,Herald Square Hotel
service,584986,3.9,Holiday Inn Express New York City Fifth Ave
service,99333,3.4,Washington Jefferson Hotel
service,292140,3.0,Sohotel
service,281234,3.9,Four Points by Sheraton Manhattan Chelsea
service,611947,3.4,Hilton New York
service,287626,3.1,Hotel Gansevoort
service,208455,3.8,Tribeca Grand Hotel
service,93555,0.9,Sheraton New York Times Square Hotel
service,1234559,3.9,Holiday Inn New York City - Wall Street
service,93489,3.2,Murray Hill East Suites
service,630950,4.1,Holiday Inn Express NYC - Madison Square Garden
service,1214829,4.0,Doubletree Hotel Chelsea New York City
service,93579,3.1,The Helmsley Park Lane
service,112041,2.6,Larchmont Hotel
service,2096704,4.3,Hotel Verite
service,249711,3.8,The Hotel at Times Square
service,1217245,4.3,The Sylvan Guest House
service,488793,3.9,Solita Soho Hotel
service,1181739,4.0,The Jane
service,99388,3.2,Ramada Eastside
service,93450,3.3,Grand Hyatt New York
service,1128769,3.8,Thompson LES - A Thompson Hotel
service,209382,3.4,ONE UN New York
service,112039,3.2,Hotel Newton
service,1462005,4.1,W New York - Downtown
service,99391,3.7,Courtyard New York Manhattan/Fifth Avenue
service,1783324,4.1,Sheraton Tribeca New York Hotel
service,93379,3.3,Hotel 17
service,93607,3.7,Loews Regency Hotel
service,93618,3.5,Waldorf Astoria New York
service,1177864,4.2,The GEM Hotel Chelsea
service,518280,4.0,Room Mate Grace
service,1218720,3.9,The Standard High Line
service,126257,3.8,Hotel 31
service,1464151,4.0,Four Points by Sheraton Midtown - Times Square
service,1486164,4.5,Fairfield Inn & Suites New York Manhattan / Fifth Avenue
service,609602,3.1,Seafarers & International House
service,607712,3.9,Club Quarters - opposite Rockefeller Center
service,1390172,4.2,Fairfield Inn & Suites by Marriott New York Manhattan / Times Square
service,93571,3.1,Carlton Hotel - Autograph Collection
service,93583,3.9,The Lombardy
service,93358,3.2,Pod 51
service,99425,3.6,Radisson Martinique on Broadway
service,1157456,4.3,Four Points by Sheraton Manhattan SoHo Village
service,93337,3.5,Kitano New York
service,93435,3.4,Eastgate Tower
service,1563892,4.1,Flatiron Hotel
service,1477775,3.5,The MAve
service,254605,4.0,Equity Point New York @ Times Square
service,122014,4.1,Gild Hall - A Thompson Hotel
service,575732,2.7,Renaissance New York Hotel 57
service,220243,3.7,W New York - Union Square
service,1733337,4.2,Sutton Court Hotel Residences
service,1485603,4.1,Comfort Inn Times Square West
service,80110,4.2,The Roger
service,224223,3.8,nyma - the New York Manhattan Hotel
service,93516,3.1,Novotel New York Times Square
service,93383,4.1,6 Columbus - A Thompson Hotel
service,121991,4.2,Seton Hotel
service,194238,4.1,St Giles Hotel - The Court New York
service,224226,3.6,City Club Hotel
service,1235341,4.1,Carvi Hotel New York
service,99387,1.4,Avalon Hotel
service,223019,4.1,Broadway Plaza Hotel
service,1308397,4.1,West 57th Street by Hilton Club
service,122005,3.2,The New Yorker Hotel
service,121996,3.7,Comfort Inn Manhattan
service,262330,4.0,Millenium Hilton
service,313862,3.5,Soho House New York
service,93568,3.7,Algonquin Hotel Times Square - Autograph Collection
service,3235844,4.3,Pod 39
service,1553789,3.9,World Center Hotel
service,122004,3.4,Phillips Club
service,1158763,4.3,Hampton Inn 35th St. Empire State Building
service,455186,3.9,JW Marriott Essex House New York
service,80083,3.5,Chelsea Lodge
service,251906,3.8,The Wall Street Inn
service,121998,4.0,Marmara Manhattan Hotel
service,93562,3.8,Affinia Manhattan
service,225942,3.6,Park South Hotel
service,1149402,4.2,The Standard - East Village
service,93569,3.7,The Belvedere
service,2173604,4.1,Dream Downtown
service,1601249,4.2,Hilton New York Fashion District
service,217630,3.7,414 Hotel
service,112021,3.9,Broadway at Times Square Hotel
service,601762,4.3,Blue Moon Hotel
service,1595302,3.9,Club Quarters World Trade Center
service,1139717,3.9,Holiday Inn Express New York City Times Square
service,93477,3.7,New York Marriott Downtown
service,93462,3.5,InterContinental New York Barclay
service,502408,4.3,Affinia 50
service,514488,3.3,Hotel on Rivington
service,99368,3.6,Courtyard by Marriott New York Manhattan / Times Square South
service,612263,3.7,Hotel Mela
service,249712,3.2,The Westin New York at Times Square
service,620040,4.2,Wingate by Wyndham Manhattan Midtown
service,632551,4.2,Hilton Garden Inn New York/Tribeca
service,1237128,4.1,Hotel Indigo New York City - Chelsea
service,1060157,4.4,BEST WESTERN Bowery Hanbee Hotel
service,157057,3.9,Chambers Hotel
service,93346,3.7,Salisbury Hotel
service,1201072,4.2,Ace Hotel NYC
service,75737,4.0,Night Hotel
service,121999,3.6,AKA Sutton Place
service,93430,3.7,70 park avenue hotel - a Kimpton Hotel
service,1949647,4.6,Fairfield Inn & Suites New York Manhattan/Chelsea
service,93606,3.6,Hotel Plaza Athenee New York
service,675616,4.0,The Plaza Hotel
service,277882,4.4,Hampton Inn New York Seaport / Financial District
service,93454,3.4,Crowne Plaza Times Square Manhattan
service,112064,3.2,Warwick New York Hotel
service,93431,4.4,St. Giles - The Tuscany New York
service,1806062,4.2,Cassa Hotel & Residences
service,93507,3.6,New York Marriott Marquis
service,866615,4.3,Hampton Inn Manhattan-SoHo
service,217626,3.2,The Benjamin
service,93445,4.3,The Blakely New York
service,93603,3.4,The Pierre - A Taj Hotel - New York
service,93610,4.2,Royalton New York
service,2148819,4.3,Hyatt 48 Lex
service,99281,4.0,The Lucerne Hotel
service,99354,3.7,Moderne Hotel
service,1371825,4.5,Smyth Hotel - A Thompson Hotel
service,268216,3.8,Hampton Inn Manhattan Chelsea
service,620399,4.0,Duane Street Hotel
service,235238,3.6,W New York - Times Square
service,571166,2.2,Gramercy Park Hotel
service,1186070,4.6,The Strand Hotel
service,1785018,4.4,The James New York
service,113311,3.6,The Peninsula New York
service,99392,4.1,Hotel Metro
service,281071,3.9,Mandarin Oriental - New York
service,222959,3.5,Ritz-Carlton Battery Park
service,113298,3.9,Four Seasons Hotel New York
service,99327,3.8,Fitzpatrick Grand Central Hotel
service,208452,4.3,Conrad New York
service,1845644,4.7,Courtyard New York Manhattan/Soho
service,126260,4.0,The New York Palace Hotel
service,2079052,4.3,YOTEL New York at Times Square West
service,223024,3.6,Hotel Chandler
service,292142,4.1,Affinia Dumont
service,93614,3.7,The St. Regis New York
service,113300,3.5,Omni Berkshire Place
service,273530,3.4,The Maritime Hotel
service,93534,3.6,Renaissance New York Hotel Times Square
service,1158753,4.5,Ink48 - a Kimpton Hotel
service,113329,3.7,Morgans Hotel
service,1218792,4.4,Hilton Garden Inn New York West 35th
service,634696,4.5,The Bowery Hotel
service,93624,3.9,The Towers of the Waldorf Astoria
service,2253206,4.5,TRYP Times Square South
service,208453,3.8,Hilton Times Square
service,93352,3.7,Doubletree Guest Suites Times Square
service,1913413,4.2,The Jewel Facing Rockefeller Center
service,93457,4.4,The Hampton Inn Times Square North
service,630409,4.1,The London NYC
service,93585,4.2,Lowell Hotel
service,93623,4.1,Trump International Hotel and Tower
service,80087,4.2,BEST WESTERN PLUS Hospitality House
service,93566,4.7,The Surrey
service,93525,4.7,Sanctuary Hotel New York
service,76049,3.8,Four Seasons Hotel Los Angeles at Beverly Hills
service,3191802,5.0,Residence Inn Houston I-10 West
service,1015206,4.6,Crowne Plaza Suites Houston - Near Sugar Land
service,578694,4.8,Days Inn and Suites Houston Hobby Airport
service,107836,3.1,The St. Regis Houston
service,247108,4.3,Hilton Garden Inn Houston Northwest
service,99109,3.8,The Houstonian
service,615260,4.5,Hotel Granduca
service,1205162,4.5,Element by Westin Houston Vintage Park
service,108141,3.5,La Quinta Inn & Suites Houston Bush IAH South
service,1438752,4.7,Embassy Suites Houston - Energy Corridor
service,1573321,4.8,SpringHill Suites Houston Intercontinental Airport
service,266157,4.1,Magnolia Hotel Houston
service,113317,4.4,Casablanca Hotel Times Square
service,3236579,4.7,Crowne Plaza Houston Galleria Area
service,1862847,4.5,Embassy Suites Houston Downtown
service,98979,4.4,Crowne Plaza Houston River Oaks
service,73445,4.9,BEST WESTERN PLUS Westchase Mini-Suites
service,220240,3.3,W Chicago - City Center
service,87659,3.4,The Westin Chicago River North
service,841981,4.4,The Blackstone A Renaissance Hotel
service,114578,3.4,Wyndham Blake Chicago
service,111509,3.6,The Sutton Place Hotel
service,79228,3.8,BEST WESTERN Plus Hawthorne Terrace Hotel
service,1045286,4.5,Springhill Suites Chicago Downtown / River North
service,223061,3.6,Embassy Suites Hotel Chicago Downtown Lakefront
service,111487,3.9,Hilton Garden Inn Chicago Downtown/Magnificent Mile
service,114581,4.0,Swissotel Chicago
service,235385,3.6,City Suites Hotel
service,90955,3.8,Residence Inn Chicago Downtown
service,90976,3.2,Courtyard by Marriott Chicago Downtown
service,87573,3.0,Chicago's Essex Inn
service,90952,1.9,Hyatt Chicago Magnificent Mile
service,142296,2.9,Holiday Inn Chicago O'Hare
service,114583,3.0,BEST WESTERN Grant Park Hotel
service,123234,3.3,Heart O' Chicago Motel
service,278718,3.3,University Club of Chicago
service,87576,2.6,Travelodge Chicago Downtown
service,484081,3.2,The Standard Club
service,87627,2.9,Red Roof Inn
service,90922,2.5,Ramada Inn Lake Shore - Chicago
service,87595,3.0,Congress Plaza Hotel
service,1743591,4.3,Suite Home Chicago - One Superior Place
service,1200027,5.0,Steps to Everything - Navy Pier 31
service,123293,2.0,Mark Twain Hotel
service,290675,3.7,Amber Inn
service,595763,2.6,Habitat Corporate Suites at Presidential Towers
service,123216,1.6,Skylark Motel
service,123292,1.3,Milshire Hotel
service,123316,1.6,Bellwood Hotel
service,123217,2.0,Sheffield House
service,1632579,1.0,Diplomat Motel
service,123290,0.9,New Jackson Hotel
service,596421,1.8,Midway Inn
service,123318,1.9,Abbott Hotel
service,488493,2.9,Chinatown Hotel
service,123222,1.0,Rio Motel
service,123317,1.8,Belair Hotel
service,123209,0.6,Chateau Hotel
service,3572384,3.0,Hyatt Place Chicago/River North
service,1164776,1.0,Chicago Athletic Association
service,676721,3.5,River Park Motel & Suites
service,90918,3.0,Inn at Lincoln Park
service,87610,3.2,Clarion Hotel Midway Airport
service,278717,3.5,The Fisher Building
service,87600,0.0,Delaware Towers
service,123230,3.0,Lincoln Motel
service,774987,1.0,Stan Properties Suites at 300 N. Canal
service,123232,1.0,Hogan's Motel
service,123224,0.3,Patio Motel
service,90973,2.9,Allerton Hotel
service,87657,3.3,The Westin Michigan Avenue Chicago
service,299922,3.9,Holiday Inn Express Chicago-Midway Airport
service,591177,3.7,Union League Club
service,1149495,3.9,Hotel Felix
service,87566,3.2,Inn of Chicago Magnificent Mile - an Ascend Collection hotel
service,114600,3.1,The Whitehall Hotel
service,123225,2.5,Ohio House Motel
service,281340,3.9,Fairfield Inn Chicago Midway Airport
service,87656,2.7,The Tremont Chicago Hotel at Magnificent Mile
service,87613,3.5,Howard Johnson Inn Downtown Chicago
service,90969,3.7,Holiday Inn Chicago Downtown
service,87614,3.9,Chicago Marriott at Medical District/UIC
service,650708,3.4,Ruby Room
service,87618,3.0,Hyatt Regency McCormick Place
service,87592,3.6,Marriott Chicago Downtown Magnificent Mile
service,87590,3.3,Hilton Chicago
service,123319,3.2,Hilton Chicago O'Hare Airport
service,1052716,3.7,Crowne Plaza Chicago Magnificent Mile
service,273262,4.0,Crowne Plaza Chicago - The Metro
service,114608,3.4,Hotel Cass - a Holiday Inn Express
service,90916,3.2,Majestic Hotel
service,225108,3.1,W Chicago Lakeshore
service,1186401,4.0,Central Loop Hotel
service,250023,3.3,River Hotel
service,235386,2.6,Wheeler Mansion
service,87665,4.4,Chicago Marriott O'Hare
service,90986,3.1,Hilton Suites Chicago/Magnificent Mile
service,114577,4.1,Fairmont Chicago Millennium Park
service,217510,3.2,Club Quarters Chicago - Central Loop
service,91042,4.1,Doubletree by Hilton Chicago Magnificent Mile
service,87608,3.1,Holiday Inn Chicago - Mart Plaza
service,90766,4.6,Courtyard Chicago Midway Airport
service,87635,4.0,Raffaello Hotel
service,1075753,4.1,Chicago South Loop Hotel
service,498305,3.3,Buckingham Athletic Club
service,1477545,4.0,Club Quarters Chicago -- Wacker at Michigan
service,87629,4.4,PUBLIC Chicago
service,87620,3.5,InterContinental Chicago
service,87617,3.7,Hyatt Regency Chicago
service,87648,3.7,Millennium Knickerbocker Hotel Chicago
service,111501,3.6,The Palmer House Hilton
service,1140049,4.2,Holiday Inn Chicago - Midway Airport
service,90963,4.1,Hotel Indigo Chicago Downtown Gold Coast
service,90957,3.6,Hotel Sax Chicago
service,87602,4.2,Embassy Suites Hotel Chicago Downtown
service,87637,3.5,Renaissance Chicago Hotel
service,87645,3.3,The Drake
service,90762,3.9,Marriott Chicago Midway
service,114604,3.7,BEST WESTERN PLUS River North Chicago Downtown Hotel
service,490891,4.3,Four Points by Sheraton Chicago Downtown / Magnificent Mile
service,287568,4.0,Hard Rock Hotel Chicago
service,87571,3.4,Days Inn Chicago
service,90985,4.1,Hotel Allegro Chicago - a Kimpton Hotel
service,262831,4.3,Renaissance Chicago O'Hare Suites Hotel
service,111500,3.9,Omni Chicago Hotel
service,87638,3.6,Sheraton Chicago Hotel and Towers
service,114595,4.0,MileNorth - A Chicago Hotel
service,2525636,4.4,Hotel Lincoln
service,1389502,4.3,La Quinta Inn & Suites Chicago Downtown
service,2648906,4.4,Ivy Boutique Hotel
service,87603,4.1,Hotel 71 - Wyndham Affiliate
service,90975,3.7,The Silversmith Hotel & Suites
service,1742256,4.6,JW Marriott Chicago
service,87640,3.4,The Willows
service,1235890,4.4,theWit - a Doubletree Hotel
service,674288,4.6,Residence Inn Chicago Downtown / River North
service,304277,4.7,Carlton Inn Midway
service,90959,4.6,Homewood Suites by Hilton Chicago Downtown
service,286793,3.6,Courtyard Chicago Downtown/Magnificent Mile
service,224036,4.4,Fairfield Inn & Suites Chicago Downtown
service,609738,4.4,James Chicago
service,247154,4.4,ACME Hotel Company Chicago
service,1027237,4.3,Dana Hotel & Spa
service,293203,4.4,Amalfi Hotel Chicago
service,505788,4.5,Comfort Suites
service,111486,3.7,Hampton Inn & Suites Chicago - Downtown
service,2042562,4.5,Radisson Blu Aqua Hotel
service,236299,4.1,Sofitel Chicago Water Tower
service,87632,4.2,Park Hyatt Chicago
service,111490,4.2,Hotel Burnham - a Kimpton Hotel
service,111507,3.6,The Ritz-Carlton Chicago (A Four Seasons Hotel)
service,619615,4.6,Hampton Majestic Chicago Theatre District
service,225105,4.7,The Peninsula Chicago
service,114591,3.8,Four Seasons Hotel Chicago
service,111492,4.5,Hotel Monaco Chicago - a Kimpton Hotel
service,1566945,4.7,Palomar Chicago - a Kimpton Hotel
service,87654,3.7,The Talbott Hotel
service,217498,4.4,Conrad Chicago
service,84505,3.8,Hollywood Celebrity Hotel
service,248239,3.8,Super 8 Los Angeles / Culver City Area
service,77264,4.4,Hilton Garden Inn Los Angeles/Hollywood
service,119382,3.6,Inn at Venice Beach
service,84517,3.4,Holiday Inn Express Century City
service,76793,3.1,Comfort Inn Near Old Town Pasadena - Eagle Rock
service,77888,3.3,Hilton Checkers Hotel - Los Angeles
service,84555,3.5,BEST WESTERN PLUS Carlyle Inn
service,119483,3.1,Courtyard Los Angeles Century City / Beverly Hills
service,82491,3.6,Airtel Plaza Hotel and Conference Center
service,208191,3.1,Four Points by Sheraton Los Angeles International Airport
service,2236331,4.2,The Hotel Wilshire - a Kimpton Hotel
service,77798,3.7,Sheraton Los Angeles Downtown Hotel
service,81761,3.9,DoubleTree by Hilton Hotel San Pedro
service,77714,3.7,DoubleTree by Hilton Hotel Los Angeles Downtown
service,1457221,4.1,Shelter Hotels Los Angeles
service,504815,2.7,Rodeway Inn Hollywood
service,223054,3.3,Super 8 Motel Los Angeles Downtown
service,83988,3.4,Sea Rock Inn
service,82682,3.6,Courtyard by Marriott Los Angeles Woodland Hills
service,272668,3.0,Comfort Inn - Los Angeles / West Sunset Blvd.
service,76790,3.7,BEST WESTERN PLUS Eagle Rock Inn
service,84224,4.1,Extended Stay America - Los Angeles - LAX Airport
service,77866,2.9,Millennium Biltmore Hotel Los Angeles
service,223049,3.2,Radisson Hotel at Los Angeles Airport
service,84529,2.4,Rodeway Inn Los Angeles
service,235456,2.8,Good Nite Inn Sylmar
service,235134,2.4,Super 8 Hollywood
service,78679,2.1,BEST WESTERN PLUS Mikado Hotel
service,1225375,3.4,Ramada Los Angeles Convention Center
service,271600,5.0,Crescent Motel
service,113229,2.3,Highland Gardens Hotel
service,549431,3.0,Americas Best Value Inn - Hollywood / Los Angeles
